#name	length	coverage
NODE_332	293	1.003731
NODE_333	292	2.116105
NODE_334	292	1.692884
NODE_335	292	1.565543
NODE_336	292	1.449438
NODE_337	292	1.374532
NODE_338	291	1.714286
NODE_339	291	1.428571
NODE_340	291	1.428571
NODE_341	290	344.154717
NODE_342	290	1.139623
NODE_343	289	1.727273
NODE_344	289	1.435606
NODE_345	288	2.205323
NODE_346	288	1.866920
NODE_347	288	1.699620
NODE_348	288	1.444867
NODE_349	288	1.307985
NODE_350	288	1.133080
NODE_351	287	1.454198
NODE_352	287	1.419847
NODE_353	287	1.297710
NODE_354	287	1.229008
NODE_355	287	1.160305
NODE_356	286	1.747126
NODE_357	286	1.164751
NODE_358	286	1.130268
NODE_359	286	1.065134
NODE_360	285	1.461538
NODE_361	285	1.169231
NODE_362	284	1.567568
NODE_363	283	1.759690
NODE_364	282	1.774319
NODE_365	282	1.739300
NODE_366	282	1.529183
NODE_367	282	1.400778
NODE_368	281	1.781250
NODE_369	281	1.484375
NODE_370	281	1.476562
NODE_371	281	1.187500
NODE_372	281	1.187500
NODE_373	281	1.179688
NODE_374	280	1.192157
NODE_375	279	1.362205
NODE_376	278	1.774704
NODE_377	278	1.501976
NODE_378	278	1.450593
NODE_379	278	1.316206
NODE_380	278	1.185771
NODE_381	278	1.154150
NODE_382	277	2.404762
NODE_383	277	1.408730
NODE_384	277	1.206349
NODE_385	276	1.438247
NODE_386	276	1.211155
NODE_387	275	1.824000
NODE_388	275	1.824000
NODE_389	275	1.636000
NODE_390	275	1.416000
NODE_391	275	1.400000
NODE_392	275	1.396000
NODE_393	275	1.196000
NODE_394	274	1.815261
NODE_395	274	1.485944
NODE_396	274	1.240964
NODE_397	274	1.220884
NODE_398	274	1.220884
NODE_399	274	1.092369
NODE_400	273	2.733871
NODE_401	273	2.250000
NODE_402	273	1.875000
NODE_403	273	1.391129
NODE_404	272	1.975709
NODE_405	272	1.846154
NODE_406	272	1.842105
NODE_407	272	1.457490
NODE_408	272	1.445344
NODE_409	272	1.356275
NODE_410	272	1.230769
NODE_411	272	1.165992
NODE_412	271	1.853659
NODE_413	271	1.817073
NODE_414	271	1.658537
NODE_415	271	1.544715
NODE_416	271	1.520325
NODE_417	271	1.439024
NODE_418	271	1.284553
NODE_419	271	1.235772
NODE_420	271	1.235772
NODE_421	271	1.235772
NODE_422	271	1.174797
NODE_423	270	2.481633
NODE_424	270	2.171429
NODE_425	270	2.171429
NODE_426	270	1.551020
NODE_427	270	1.240816
NODE_428	270	1.118367
NODE_429	269	346.393443
NODE_430	269	2.147541
NODE_431	269	1.758197
NODE_432	269	1.557377
NODE_433	269	1.245902
NODE_434	269	1.213115
NODE_435	268	3.111111
NODE_436	268	2.115226
NODE_437	268	1.851852
NODE_438	268	1.563786
NODE_439	268	1.547325
NODE_440	268	1.382716
NODE_441	268	1.222222
NODE_442	267	1.909091
NODE_443	267	1.590909
NODE_444	267	1.570248
NODE_445	267	1.566116
NODE_446	267	1.500000
NODE_447	267	1.256198
NODE_448	266	1.892116
NODE_449	266	1.128631
NODE_450	265	1.900000
NODE_451	265	1.658333
NODE_452	265	1.583333
NODE_453	265	1.241667
NODE_454	264	1.907950
NODE_455	264	1.615063
NODE_456	264	1.577406
NODE_457	264	1.380753
NODE_458	264	1.271967
NODE_459	264	1.271967
NODE_460	264	1.259414
NODE_461	264	1.163180
NODE_462	263	2.634454
NODE_463	263	1.277311
NODE_464	262	1.603376
NODE_465	262	1.493671
NODE_466	262	1.282700
NODE_467	261	1.610169
NODE_468	261	1.288136
NODE_469	261	1.275424
NODE_470	261	1.050847
NODE_471	260	4.451064
NODE_472	260	1.936170
NODE_473	260	1.412766
NODE_474	260	1.293617
NODE_475	260	1.293617
NODE_476	260	1.293617
NODE_477	260	1.293617
NODE_478	260	1.293617
NODE_479	260	1.293617
NODE_480	260	1.268085
NODE_481	260	1.182979
NODE_482	260	1.170213
NODE_483	259	2.196581
NODE_484	259	1.948718
NODE_485	259	1.901709
NODE_486	259	1.897436
NODE_487	259	1.299145
NODE_488	259	1.243590
NODE_489	259	1.196581
NODE_490	258	2.154506
NODE_491	258	1.600858
NODE_492	258	1.304721
NODE_493	258	1.304721
NODE_494	258	1.287554
NODE_495	257	2.288793
NODE_496	257	2.176724
NODE_497	257	1.637931
NODE_498	257	1.310345
NODE_499	256	2.303030
NODE_500	256	1.956710
NODE_501	256	1.528139
NODE_502	256	1.411255
NODE_503	256	1.316017
NODE_504	256	1.316017
NODE_505	256	1.316017
NODE_506	256	1.311688
NODE_507	256	1.242424
NODE_508	255	1.600000
NODE_509	255	1.321739
NODE_510	255	1.321739
NODE_511	255	1.273913
NODE_512	254	1.834061
NODE_513	254	1.659389
NODE_514	254	1.655022
NODE_515	254	1.646288
NODE_516	254	1.384279
NODE_517	254	1.327511
NODE_518	254	1.327511
NODE_519	254	1.327511
NODE_520	254	1.327511
NODE_521	254	1.327511
NODE_522	253	1.666667
NODE_523	253	1.333333
NODE_524	253	1.333333
NODE_525	252	2.008811
NODE_526	252	1.140969
NODE_527	251	2.300885
NODE_528	251	2.261062
NODE_529	251	1.964602
NODE_530	251	1.681416
NODE_531	251	1.411504
NODE_532	251	1.345133
NODE_533	251	1.345133
NODE_534	251	1.345133
NODE_535	251	1.345133
NODE_536	251	1.345133
NODE_537	250	2.160000
NODE_538	250	2.017778
NODE_539	250	1.920000
NODE_540	250	1.573333
NODE_541	250	1.555556
NODE_542	250	1.488889
NODE_543	250	1.351111
NODE_544	250	1.351111
NODE_545	250	1.351111
NODE_546	250	1.351111
NODE_547	250	1.342222
NODE_548	250	1.013333
NODE_549	249	2.000000
NODE_550	249	1.410714
NODE_551	249	1.357143
NODE_552	249	1.357143
NODE_553	249	1.357143
NODE_554	249	1.263393
NODE_555	249	1.241071
NODE_556	249	1.017857
NODE_557	248	2.031390
NODE_558	248	1.663677
NODE_559	248	1.587444
NODE_560	248	1.363229
NODE_561	248	1.363229
NODE_562	248	1.363229
NODE_563	248	1.363229
NODE_564	248	1.345291
NODE_565	248	1.246637
NODE_566	248	1.215247
NODE_567	248	1.022422
NODE_568	247	2.396396
NODE_569	247	2.135135
NODE_570	247	2.004505
NODE_571	247	1.756757
NODE_572	247	1.711712
NODE_573	247	1.653153
NODE_574	247	1.369369
NODE_575	247	1.369369
NODE_576	247	1.369369
NODE_577	247	1.112613
NODE_578	247	1.085586
NODE_579	246	1.995475
NODE_580	246	1.959276
NODE_581	246	1.719457
NODE_582	246	1.719457
NODE_583	246	1.502262
NODE_584	246	1.375566
NODE_585	246	1.375566
NODE_586	246	1.325792
NODE_587	245	2.059091
NODE_588	245	1.545455
NODE_589	245	1.381818
NODE_590	245	1.381818
NODE_591	245	1.318182
NODE_592	245	1.177273
NODE_593	244	1.817352
NODE_594	244	1.735160
NODE_595	244	1.575342
NODE_596	244	1.529680
NODE_597	244	1.511416
NODE_598	244	1.388128
NODE_599	244	1.388128
NODE_600	244	1.388128
NODE_601	244	1.210046
NODE_602	244	1.168950
NODE_603	244	1.041096
NODE_604	244	1.041096
NODE_605	243	2.087156
NODE_606	243	1.743119
NODE_607	243	1.646789
NODE_608	243	1.394495
NODE_609	243	1.380734
NODE_610	243	1.266055
NODE_611	243	1.247706
NODE_612	243	1.068807
NODE_613	243	1.018349
NODE_614	242	2.327189
NODE_615	242	1.792627
NODE_616	242	1.543779
NODE_617	242	1.410138
NODE_618	242	1.400922
NODE_619	242	1.400922
NODE_620	242	1.069124
NODE_621	242	1.036866
NODE_622	241	2.111111
NODE_623	241	2.009259
NODE_624	241	1.407407
NODE_625	241	1.407407
NODE_626	241	1.407407
NODE_627	241	1.166667
NODE_628	241	1.055556
NODE_629	241	1.055556
NODE_630	240	2.120930
NODE_631	240	2.051163
NODE_632	240	1.767442
NODE_633	240	1.767442
NODE_634	240	1.767442
NODE_635	240	1.567442
NODE_636	240	1.413953
NODE_637	239	2.485981
NODE_638	239	1.761682
NODE_639	239	1.757009
NODE_640	239	1.682243
NODE_641	239	1.654206
NODE_642	239	1.523364
NODE_643	239	1.420561
NODE_644	239	1.420561
NODE_645	239	1.420561
NODE_646	239	1.411215
NODE_647	238	2.455399
NODE_648	238	2.140845
NODE_649	238	2.009390
NODE_650	238	1.826291
NODE_651	238	1.784038
NODE_652	238	1.427230
NODE_653	238	1.427230
NODE_654	238	1.427230
NODE_655	238	1.427230
NODE_656	238	1.427230
NODE_657	238	1.422535
NODE_658	238	1.328638
NODE_659	238	1.291080
NODE_660	238	1.286385
NODE_661	238	1.248826
NODE_662	238	1.065728
NODE_663	237	2.150943
NODE_664	237	1.792453
NODE_665	237	1.405660
NODE_666	237	1.400943
NODE_667	237	1.400943
NODE_668	237	1.231132
NODE_669	237	1.136792
NODE_670	237	1.075472
NODE_671	237	1.075472
NODE_672	237	1.075472
NODE_673	237	1.075472
NODE_674	237	1.075472
NODE_675	236	2.161137
NODE_676	236	2.156398
NODE_677	236	2.137441
NODE_678	236	1.635071
NODE_679	236	1.530806
NODE_680	236	1.440758
NODE_681	236	1.440758
NODE_682	236	1.440758
NODE_683	236	1.440758
NODE_684	236	1.440758
NODE_685	236	1.251185
NODE_686	236	1.161137
NODE_687	235	209.600000
NODE_688	235	1.785714
NODE_689	235	1.776190
NODE_690	235	1.561905
NODE_691	235	1.447619
NODE_692	235	1.385714
NODE_693	235	1.361905
NODE_694	235	1.347619
NODE_695	235	1.085714
NODE_696	235	1.061905
NODE_697	234	459.885167
NODE_698	234	2.545455
NODE_699	234	1.818182
NODE_700	234	1.454545
NODE_701	234	1.454545
NODE_702	234	1.454545
NODE_703	234	1.454545
NODE_704	234	1.454545
NODE_705	234	1.454545
NODE_706	234	1.334928
NODE_707	234	1.277512
NODE_708	234	1.258373
NODE_709	234	1.239234
NODE_710	234	1.090909
NODE_711	234	1.052632
NODE_712	233	2.192308
NODE_713	233	1.961538
NODE_714	233	1.461538
NODE_715	233	1.461538
NODE_716	233	1.461538
NODE_717	233	1.375000
NODE_718	233	1.336538
NODE_719	233	1.283654
NODE_720	233	1.096154
NODE_721	233	1.096154
NODE_722	233	1.096154
NODE_723	232	1.835749
NODE_724	232	1.835749
NODE_725	232	1.835749
NODE_726	232	1.729469
NODE_727	232	1.468599
NODE_728	232	1.468599
NODE_729	232	1.468599
NODE_730	232	1.468599
NODE_731	232	1.454106
NODE_732	232	1.434783
NODE_733	232	1.294686
NODE_734	232	1.101449
NODE_735	232	1.101449
NODE_736	232	1.101449
NODE_737	232	1.024155
NODE_738	231	2.417476
NODE_739	231	2.038835
NODE_740	231	1.844660
NODE_741	231	1.844660
NODE_742	231	1.475728
NODE_743	231	1.475728
NODE_744	231	1.475728
NODE_745	231	1.475728
NODE_746	231	1.475728
NODE_747	231	1.475728
NODE_748	231	1.475728
NODE_749	230	1.746341
NODE_750	230	1.482927
NODE_751	230	1.482927
NODE_752	230	1.482927
NODE_753	230	1.482927
NODE_754	230	1.473171
NODE_755	230	1.390244
NODE_756	230	1.112195
NODE_757	230	1.112195
NODE_758	229	2.607843
NODE_759	229	2.607843
NODE_760	229	2.112745
NODE_761	229	2.102941
NODE_762	229	1.490196
NODE_763	229	1.490196
NODE_764	229	1.490196
NODE_765	229	1.372549
NODE_766	229	1.117647
NODE_767	229	1.117647
NODE_768	229	1.117647
NODE_769	229	1.117647
NODE_770	228	1.940887
NODE_771	228	1.842365
NODE_772	228	1.556650
NODE_773	228	1.497537
NODE_774	228	1.497537
NODE_775	228	1.497537
NODE_776	228	1.497537
NODE_777	228	1.487685
NODE_778	228	1.477833
NODE_779	228	1.443350
NODE_780	228	1.423645
NODE_781	228	1.359606
NODE_782	228	1.290640
NODE_783	228	1.123153
NODE_784	228	1.123153
NODE_785	228	1.123153
NODE_786	228	1.113300
NODE_787	228	1.073892
NODE_788	228	1.029557
NODE_789	228	1.024631
NODE_790	227	1.504950
NODE_791	227	1.504950
NODE_792	227	1.504950
NODE_793	227	1.504950
NODE_794	227	1.480198
NODE_795	227	1.475248
NODE_796	227	1.425743
NODE_797	227	1.376238
NODE_798	227	1.356436
NODE_799	227	1.128713
NODE_800	227	1.128713
NODE_801	227	1.123762
NODE_802	227	1.108911
NODE_803	226	428.442786
NODE_804	226	202.099502
NODE_805	226	2.318408
NODE_806	226	1.890547
NODE_807	226	1.512438
NODE_808	226	1.512438
NODE_809	226	1.512438
NODE_810	226	1.338308
NODE_811	226	1.134328
NODE_812	225	1.875000
NODE_813	225	1.720000
NODE_814	225	1.635000
NODE_815	225	1.520000
NODE_816	225	1.510000
NODE_817	225	1.505000
NODE_818	225	1.500000
NODE_819	225	1.445000
NODE_820	225	1.270000
NODE_821	225	1.140000
NODE_822	225	1.140000
NODE_823	225	1.140000
NODE_824	225	1.140000
NODE_825	225	1.135000
NODE_826	225	1.085000
NODE_827	224	2.291457
NODE_828	224	2.281407
NODE_829	224	1.527638
NODE_830	224	1.527638
NODE_831	224	1.527638
NODE_832	224	1.527638
NODE_833	224	1.527638
NODE_834	224	1.527638
NODE_835	224	1.512563
NODE_836	224	1.512563
NODE_837	224	1.396985
NODE_838	224	1.145729
NODE_839	224	1.145729
NODE_840	224	1.145729
NODE_841	223	2.186869
NODE_842	223	1.969697
NODE_843	223	1.919192
NODE_844	223	1.787879
NODE_845	223	1.535354
NODE_846	223	1.535354
NODE_847	223	1.535354
NODE_848	223	1.535354
NODE_849	223	1.535354
NODE_850	223	1.535354
NODE_851	223	1.520202
NODE_852	223	1.439394
NODE_853	223	1.429293
NODE_854	223	1.429293
NODE_855	223	1.404040
NODE_856	223	1.151515
NODE_857	223	1.141414
NODE_858	223	1.136364
NODE_859	223	1.055556
NODE_860	222	1.837563
NODE_861	222	1.720812
NODE_862	222	1.710660
NODE_863	222	1.654822
NODE_864	222	1.578680
NODE_865	222	1.543147
NODE_866	222	1.543147
NODE_867	222	1.543147
NODE_868	222	1.543147
NODE_869	222	1.497462
NODE_870	222	1.436548
NODE_871	222	1.416244
NODE_872	222	1.157360
NODE_873	222	1.157360
NODE_874	221	2.535714
NODE_875	221	2.173469
NODE_876	221	2.117347
NODE_877	221	1.938776
NODE_878	221	1.928571
NODE_879	221	1.551020
NODE_880	221	1.551020
NODE_881	221	1.551020
NODE_882	221	1.551020
NODE_883	221	1.551020
NODE_884	221	1.494898
NODE_885	221	1.484694
NODE_886	221	1.250000
NODE_887	221	1.183673
NODE_888	221	1.163265
NODE_889	221	1.163265
NODE_890	221	1.163265
NODE_891	221	1.163265
NODE_892	221	1.076531
NODE_893	220	2.338462
NODE_894	220	2.312821
NODE_895	220	1.948718
NODE_896	220	1.861538
NODE_897	220	1.825641
NODE_898	220	1.794872
NODE_899	220	1.558974
NODE_900	220	1.543590
NODE_901	220	1.528205
NODE_902	220	1.497436
NODE_903	220	1.420513
NODE_904	220	1.343590
NODE_905	220	1.169231
NODE_906	220	1.169231
NODE_907	219	2.350515
NODE_908	219	1.958763
NODE_909	219	1.567010
NODE_910	219	1.567010
NODE_911	219	1.567010
NODE_912	219	1.567010
NODE_913	219	1.567010
NODE_914	219	1.567010
NODE_915	219	1.567010
NODE_916	219	1.567010
NODE_917	219	1.561856
NODE_918	219	1.422680
NODE_919	219	1.314433
NODE_920	219	1.175258
NODE_921	219	1.072165
NODE_922	218	2.362694
NODE_923	218	2.357513
NODE_924	218	1.963731
NODE_925	218	1.181347
NODE_926	218	1.181347
NODE_927	218	1.181347
NODE_928	218	1.139896
NODE_929	218	1.134715
NODE_930	218	1.124352
NODE_931	218	1.056995
NODE_932	217	2.286458
NODE_933	217	1.765625
NODE_934	217	1.630208
NODE_935	217	1.583333
NODE_936	217	1.583333
NODE_937	217	1.583333
NODE_938	217	1.583333
NODE_939	217	1.458333
NODE_940	217	1.453125
NODE_941	217	1.187500
NODE_942	217	1.000000
NODE_943	216	2.387435
NODE_944	216	1.989529
NODE_945	216	1.989529
NODE_946	216	1.591623
NODE_947	216	1.591623
NODE_948	216	1.591623
NODE_949	216	1.591623
NODE_950	216	1.575916
NODE_951	216	1.518325
NODE_952	216	1.471204
NODE_953	216	1.193717
NODE_954	216	1.193717
NODE_955	216	1.178010
NODE_956	216	1.146597
NODE_957	216	1.109948
NODE_958	216	1.057592
NODE_959	216	1.047120
NODE_960	215	3.152632
NODE_961	215	2.221053
NODE_962	215	1.600000
NODE_963	215	1.600000
NODE_964	215	1.600000
NODE_965	215	1.600000
NODE_966	215	1.600000
NODE_967	215	1.600000
NODE_968	215	1.484211
NODE_969	215	1.389474
NODE_970	215	1.315789
NODE_971	215	1.278947
NODE_972	215	1.200000
NODE_973	215	1.200000
NODE_974	215	1.189474
NODE_975	215	1.189474
NODE_976	215	1.152632
NODE_977	215	1.110526
NODE_978	215	1.105263
NODE_979	214	2.010582
NODE_980	214	2.010582
NODE_981	214	1.783069
NODE_982	214	1.619048
NODE_983	214	1.608466
NODE_984	214	1.608466
NODE_985	214	1.608466
NODE_986	214	1.608466
NODE_987	214	1.476190
NODE_988	214	1.317460
NODE_989	214	1.206349
NODE_990	214	1.195767
NODE_991	214	1.185185
NODE_992	214	1.137566
NODE_993	213	373.728723
NODE_994	213	2.021277
NODE_995	213	1.617021
NODE_996	213	1.617021
NODE_997	213	1.601064
NODE_998	213	1.553191
NODE_999	213	1.500000
NODE_1000	213	1.414894
NODE_1001	213	1.361702
NODE_1002	213	1.319149
NODE_1003	213	1.212766
NODE_1004	213	1.212766
NODE_1005	212	2.438503
NODE_1006	212	2.037433
NODE_1007	212	2.032086
NODE_1008	212	2.016043
NODE_1009	212	1.625668
NODE_1010	212	1.598930
NODE_1011	212	1.588235
NODE_1012	212	1.561497
NODE_1013	212	1.219251
NODE_1014	212	1.219251
NODE_1015	212	1.090909
NODE_1016	211	2.451613
NODE_1017	211	1.989247
NODE_1018	211	1.870968
NODE_1019	211	1.634409
NODE_1020	211	1.634409
NODE_1021	211	1.634409
NODE_1022	211	1.634409
NODE_1023	211	1.634409
NODE_1024	211	1.634409
NODE_1025	211	1.424731
NODE_1026	211	1.225806
NODE_1027	211	1.225806
NODE_1028	211	1.225806
NODE_1029	211	1.225806
NODE_1030	211	1.177419
NODE_1031	211	1.123656
NODE_1032	211	1.123656
NODE_1033	211	1.048387
NODE_1034	210	2.054054
NODE_1035	210	2.037838
NODE_1036	210	2.027027
NODE_1037	210	1.908108
NODE_1038	210	1.643243
NODE_1039	210	1.610811
NODE_1040	210	1.589189
NODE_1041	210	1.540541
NODE_1042	210	1.232432
NODE_1043	210	1.172973
NODE_1044	210	1.124324
NODE_1045	209	2.233696
NODE_1046	209	1.652174
NODE_1047	209	1.652174
NODE_1048	209	1.652174
NODE_1049	209	1.652174
NODE_1050	209	1.641304
NODE_1051	209	1.603261
NODE_1052	209	1.510870
NODE_1053	209	1.239130
NODE_1054	209	1.239130
NODE_1055	209	1.206522
NODE_1056	209	1.195652
NODE_1057	209	1.195652
NODE_1058	209	1.184783
NODE_1059	208	1.841530
NODE_1060	208	1.661202
NODE_1061	208	1.661202
